[Header]
TITLE,HC_AJ1396_Co-morph.dat
BYAPP,HeatCapacity,3.8.2,1.7
INFO,4.91,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,349.33,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.8.2 Build 2,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
6170683.63,CALFILE: Puck1073_1.cal - Addenda #30 measured on 3/13/2018 from 2.0245343 to 60.507468 K
6170683.78,,5905,60.0045,60.1441,0,9.3E-6,60.553205,1.2454805,1501.4437,2.288,795.95218,0.7828,2297.3959,2.288,0.049056558,37.995948,0.062576146,99.2734,0,0,1,,,,6.0654E-5,78.80646,3666.6907,24.795445,0
6170984.97,,5905,59.9954,60.1541,0,9.3E-6,60.525788,1.2128005,1501.3205,1.643,795.33614,0.783,2296.6567,1.643,0.2119315,38.296449,0.075009464,99.135844,0,0,1,,,,6.0194E-5,75.9919,3663.371,24.804642,0
6171627.41,,5905,53.3435,53.5143,0,9.3E-6,53.82789,1.1403671,1325.5872,1.919,638.68682,0.7824,1964.274,1.919,4.7262322,36.268728,0.08742427,98.902501,0,0,1,,,,5.4433E-5,76.5929,2897.4417,24.626401,0
6171917.17,,5905,53.3644,53.4812,0,9.3E-6,53.847208,1.112058,1316.7112,1.452,639.07338,0.7826,1955.7846,1.452,0.38946201,35.203718,0.059790457,99.22849,0,0,1,,,,5.5752E-5,72.53746,2899.5218,24.452729,0
6172533.55,,5905,47.4391,47.6037,0,9.2E-6,47.868534,1.0213763,1154.6,1.753,520.90677,0.6815,1675.5067,1.753,5.4993893,33.393197,0.077580745,98.916117,0,0,1,,,,5.0437E-5,70.40744,2291.3966,24.120228,0
6172805.13,,5905,47.4582,47.5789,0,9.3E-6,47.893196,0.99711163,1145.9279,1.294,521.33653,0.6819,1667.2644,1.294,0.46862965,32.324095,0.050670625,99.270881,0,0,1,,,,5.1759E-5,66.78639,2293.7582,23.926738,0
6173414.64,,5905,42.1841,42.3464,0,9.3E-6,42.586435,0.91564932,994.65133,1.793,423.51302,0.5799,1418.1643,1.793,0.28233997,30.606959,0.066927002,98.956134,0,0,1,,,,4.6576E-5,64.64819,1813.6045,23.35606,0
6173664.73,,5905,42.2088,42.3307,0,9.3E-6,42.603277,0.89305505,990.20187,1.089,423.81249,0.5803,1414.0144,1.089,0.80600675,29.74536,0.046316342,99.258222,0,0,1,,,,4.7712E-5,61.21392,1815.0392,23.242387,0
6174372.91,,5905,37.5435,37.6718,0,9.3E-6,37.916884,0.81696555,848.08534,1.206,345.42176,0.4713,1193.5071,1.206,0.14890473,27.214398,0.039554515,99.293197,0,0,1,,,,4.4014E-5,59.49072,1437.6901,22.366958,0
6174599.66,,5905,37.5348,37.6634,0,9.3E-6,37.889997,0.78696403,850.1207,1.008,345.06262,0.4708,1195.1833,1.008,0.23982689,27.186414,0.039061252,99.30027,0,0,1,,,,4.4119E-5,54.4288,1435.6518,22.436547,0
6175120.14,,5905,33.3496,33.5459,0,9.3E-6,33.686586,0.73527755,728.48242,1.524,280.94266,0.3784,1009.4251,1.524,0.43528828,25.864811,0.058681082,98.869862,0,0,1,,,,3.926E-5,54.37283,1134.7861,21.625297,0
6175306.64,,5905,33.3853,33.5243,0,9.2E-6,33.722481,0.71817498,723.74542,0.7808,281.45058,0.3791,1005.196,0.7808,1.6453922,24.888753,0.03466391,99.308952,0,0,1,,,,4.0533E-5,51.72962,1137.2057,21.461808,0
6175805.81,,5905,29.6507,29.8451,0,9.3E-6,29.960521,0.65760296,612.20032,1.047,227.7287,0.3623,839.92902,1.047,5.1169743,23.353309,0.045817924,99.006537,0,0,1,,,,3.6158E-5,49.77751,897.63281,20.433567,0
6175980.09,,5905,29.6847,29.8546,0,9.3E-6,29.994928,0.6411639,612.63402,0.9126,228.21376,0.3621,840.84778,0.9126,1.4869399,23.203731,0.042152055,99.080785,0,0,1,,,,3.6416E-5,46.70662,899.69573,20.424587,0
6176448.34,,5905,26.3583,26.5627,0,9.3E-6,26.646641,0.59531648,513.86576,1.056,182.88604,0.2908,696.7518,1.056,1.1762586,21.533522,0.045098741,98.917035,0,0,1,,,,3.255E-5,46.40746,710.04346,19.284448,0
6176609.52,,5905,26.3944,26.5817,0,9.3E-6,26.68862,0.57672346,509.43146,0.759,183.43523,0.2924,692.86669,0.759,0.47500077,20.904446,0.031919987,99.215044,0,0,1,,,,3.3286E-5,43.06704,712.28244,19.087966,0
6177093.67,,5905,23.4564,23.5874,0,9.3E-6,23.72048,0.50724813,418.92265,1.358,146.33589,0.208,565.25854,1.342,0.11096908,17.714297,0,100,0,0,1,,,,3.191E-5,41.80889,562.66116,17.6608,0
6177232.91,,5905,23.4581,23.6468,0,9.3E-6,23.709574,0.48684442,422.13796,0.66,146.25797,0.2079,568.39594,0.66,2.3247122,19.110812,0.031916356,99.125276,0,0,1,,,,2.9887E-5,35.42859,562.14392,17.804536,0
6177650.7,,5905,20.8808,20.9841,0,9.3E-6,21.106391,0.4708502,350.16458,0.756,116.72813,0.1666,466.8927,0.756,1.3123923,17.454185,0.032177689,99.01554,0,0,1,,,,2.6899E-5,38.22162,445.47976,16.590452,0
6177825.58,,5905,20.8489,21.0392,0,9.3E-6,21.093855,0.45933725,347.5031,0.9715,116.62835,0.1664,464.13145,0.9715,0.17101772,17.614341,0.034430167,98.959687,0,0,1,,,,2.6505E-5,34.90837,444.95073,16.474139,0
6178200.27,,5905,18.5627,18.701,0,9.3E-6,18.785625,0.42180585,282.74276,0.4346,92.093077,0.1247,374.83583,0.4346,0.52216368,15.40042,0.018070308,99.366297,0,0,1,,,,2.4428E-5,35.22868,352.89972,15.051016,0
6178343.98,,5905,18.5686,18.6954,0,9.2E-6,18.778547,0.39749742,281.89641,0.3802,92.059178,0.1246,373.95558,0.3802,5.867741,15.253689,0.018073818,99.360933,0,0,1,,,,2.4605E-5,30.80084,352.63382,15.01162,0
6178704.63,,5905,16.5073,16.6415,0,9.2E-6,16.708956,0.36295604,231.05403,0.3616,72.192553,0.09726,303.24658,0.3616,0.59496141,14.034648,0.017082126,99.328251,0,0,1,,,,2.1692E-5,30.50738,279.18921,13.828155,0
6178822.14,,5905,16.5165,16.6363,0,9.3E-6,16.708259,0.35093054,231.01766,0.3182,72.194522,0.09727,303.21219,0.3182,0.78159626,13.90184,0.015030677,99.403411,0,0,1,,,,2.1887E-5,28.0693,279.16593,13.826555,0
6179166.63,,5905,14.6836,14.8691,0,9.3E-6,14.895925,0.32011565,189.29114,0.3039,56.364715,0.07022,245.65586,0.3039,0.42257505,12.870521,0.014552523,99.35969,0,0,1,,,,1.916E-5,27.80368,221.88859,12.707579,0
6179294.19,,5905,14.6997,14.8496,0,9.3E-6,14.892247,0.31120273,188.7345,0.2503,56.34291,0.07019,245.07741,0.2503,6.1262083,12.705932,0.012612749,99.438719,0,0,1,,,,1.9353E-5,25.74104,221.77902,12.673339,0
6179666.63,,5905,13.0548,13.237,0,9.3E-6,13.248294,0.28200529,154.42574,0.245,43.438532,0.05524,197.86427,0.245,0.62075401,11.898124,0.012901964,99.366236,0,0,1,,,,1.6695E-5,25.41186,175.5173,11.656273,0
6179771.39,,5905,13.0682,13.225,0,9.3E-6,13.251091,0.27777348,154.87021,0.2147,43.463472,0.05527,198.33368,0.2147,2.8725948,11.846248,0.012734311,99.370922,0,0,1,,,,1.6807E-5,23.79625,175.59142,11.687355,0
6180112.58,,5905,11.6034,11.7698,0,9.3E-6,11.778173,0.24814341,131.0938,0.2639,33.268615,0.04091,164.36242,0.2639,0.095821878,11.383375,0.012050747,99.343071,0,0,1,,,,1.45E-5,23.6925,138.72536,11.130232,0
6180213.73,,5905,11.6174,11.766,0,9.3E-6,11.78597,0.24752747,129.95881,0.1525,33.323038,0.04105,163.28184,0.1525,10.119775,11.179086,0.010202405,99.437293,0,0,1,,,,1.4658E-5,22.76675,138.9091,11.026568,0
6180551.59,,5905,10.3181,10.4811,0,9.3E-6,10.476576,0.21637929,114.212,0.1904,25.336628,0.03338,139.54862,0.1904,0.17826253,11.220239,0.011254425,99.323416,0,0,1,,,,1.2494E-5,22.35817,109.75863,10.901654,0
6180650.42,,5905,10.331,10.4743,0,9.3E-6,10.484715,0.22095927,114.04224,0.1496,25.382654,0.03334,139.4249,0.1496,3.5483448,11.030868,0.0097504981,99.405191,0,0,1,,,,1.269E-5,22.44048,109.92924,10.877,0
6181023.66,,5905,9.17841,9.3289,0,9.3E-6,9.3215067,0.18400004,107.48665,0.1823,19.164472,0.02926,126.65112,0.1823,0.1331919,11.734964,0.010723311,99.286173,0,0,1,,,,1.0849E-5,22.06174,86.890487,11.531038,0
6181125.8,,5905,9.18675,9.325,0,9.2E-6,9.3317976,0.19628149,107.46378,0.1092,19.216983,0.02937,126.68076,0.1092,1.0907734,11.604626,0.0086570786,99.418792,0,0,1,,,,1.0962E-5,23.46993,87.082446,11.515871,0
6181476.55,,5905,8.15922,8.306,0,9.3E-6,8.2862751,0.15285542,117.60747,0.1997,14.345852,0.02017,131.95332,0.1997,0.08877937,14.50581,0.0095877283,99.315116,0,0,1,,,,9.1464E-6,23.20925,68.662355,14.193044,0
6181596.97,,5905,8.16862,8.3035,0,9.3E-6,8.3061202,0.17833391,117.18291,0.1479,14.425607,0.02031,131.60852,0.1479,0.79432464,14.186504,0.01034086,99.249806,0,0,1,,,,9.3327E-6,29.01162,68.991633,14.10802,0
6181989.64,,5905,7.25725,7.3947,0,9.3E-6,7.3757773,0.13856276,122.8658,0.3335,10.681157,0.0149,133.54696,0.3335,0.24292218,16.652251,0.0062858234,99.48517,0,0,1,,,,8.0549E-6,28.37301,54.40209,16.658014,0
6182121.89,,5905,7.26522,7.3922,0,9.3E-6,7.3902224,0.15412803,124.97779,0.3279,10.731861,0.01498,135.70965,0.3279,4.6708068,16.506526,0.0064766807,99.459179,0,0,1,,,,8.2595E-6,33.3045,54.615387,16.911235,0
6182989.44,,5905,6.46006,6.6348,0,9.3E-6,6.6025079,0.13554857,69.569771,0.2132,8.0131161,0.01011,77.582887,0.2132,0.40449407,10.737895,0.0042623953,99.570281,0,0,1,,,,7.2502E-6,21.49662,43.59311,10.536871,0
6183086.5,,5905,6.46188,6.6391,0,9.3E-6,6.6035537,0.13747877,68.839035,0.2081,8.0192839,0.01012,76.858319,0.2081,1.2165392,10.791338,0.004080637,99.594367,0,0,1,,,,7.1455E-6,21.47579,43.606921,10.424544,0
6183479.42,,5905,5.73318,5.9052,0,9.3E-6,5.8735395,0.1436498,39.820845,0.2019,5.8576052,0.008177,45.67845,0.2017,0.73436058,7.5998429,0,100,0,0,1,,,,6.0104E-6,21.58268,34.498466,6.7797016,0
6183545.88,,5905,5.73793,5.9064,0,9.4E-6,5.8706203,0.12461259,39.585883,0.1211,5.8546654,0.008172,45.440548,0.1211,0.76604778,7.5535519,0.0061306357,99.274152,0,0,1,,,,6.0492E-6,15.19969,34.464182,6.7430495,0
6183960.64,,5905,5.09733,5.2554,0,9.3E-6,5.2217369,0.10989866,23.330416,0.06696,4.205399,0.005235,27.535815,0.06696,4.0595091,5.4143287,0.0017102497,99.755632,0,0,1,,,,5.0947E-6,10.32737,27.266537,4.4679417,0
6184015.72,,5905,5.10158,5.258,0,9.3E-6,5.2284277,0.10999224,23.533191,0.09502,4.2199357,0.005235,27.753126,0.09502,0.604126,5.1482262,0.0028933714,99.563263,0,0,1,,,,5.4078E-6,10.82866,27.336456,4.5010072,0
6184353.61,,5905,4.53089,4.6741,0,9.3E-6,4.6442802,0.11797033,13.702659,0.04601,2.9790837,0.00531,16.681742,0.04601,0.20367034,3.9142636,0.0013133313,99.771088,0,0,1,,,,4.2684E-6,10.29645,21.569339,2.9504375,0
6184400.48,,5905,4.5337,4.6751,0,9.2E-6,4.6424247,0.098716214,13.578855,0.04996,2.9773717,0.005306,16.556227,0.04996,0.19185949,3.4803432,0.0016511932,99.677976,0,0,1,,,,4.7674E-6,7.828527,21.552107,2.9249489,0
6184723.17,,5905,4.02681,4.1517,0,9.3E-6,4.1258191,0.096284763,8.7004844,0.03902,2.1105198,0.003183,10.811004,0.03902,3.0694983,2.7690556,0.0025066113,99.422831,0,0,1,,,,3.9189E-6,6.960686,17.022384,2.1087896,0
6184759.36,,5905,4.02762,4.1549,0,9.3E-6,4.1227065,0.086326179,8.4342451,0.04084,2.1082157,0.00318,10.542461,0.04084,0.081068257,2.6286127,0.0011485343,99.726678,0,0,1,,,,4.0177E-6,5.538111,16.996709,2.0458029,0
6185068.11,,5905,3.58108,3.6939,0,9.3E-6,3.6658484,0.085756341,5.7731344,0.0214,1.4891099,0.002384,7.2622443,0.0214,0.041372611,2.1805973,0.00094656578,99.733507,0,0,1,,,,3.336E-6,5.257225,13.438445,1.5748426,0
6185102.69,,5905,3.5835,3.6901,0,9.2E-6,3.6650773,0.079300887,5.5257176,0.01516,1.4894576,0.002385,7.0151751,0.01516,0.95513867,2.1280825,0.0019233303,99.458873,0,0,1,,,,3.3076E-6,4.361195,13.432791,1.5076674,0
6185400.61,,5905,3.18457,3.2784,0,9.3E-6,3.2602288,0.078018994,3.8588508,0.008943,1.0459248,0.001516,4.9047756,0.008943,0.15716195,1.6880257,0.00065280119,99.769367,0,0,1,,,,2.9098E-6,4.256165,10.629092,1.1836135,0
6185433.41,,5905,3.18674,3.2809,0,9.3E-6,3.2580092,0.068444541,3.8595142,0.0114,1.0449517,0.001514,4.9044659,0.0114,0.65297591,1.6841116,0.0020475666,99.273581,0,0,1,,,,2.9254E-6,3.376051,10.614624,1.1846235,0
6185686.03,,5905,2.83032,2.896,0,9.2E-6,2.891202,0.06974227,2.6995493,0.005372,0.72977418,0.001232,3.4293235,0.005372,0.39172011,1.3623597,0.0005691896,99.750447,0,0,1,,,,2.5211E-6,3.368223,8.3590489,0.93371177,0
6185717.48,,5905,2.83226,2.8993,0,9.3E-6,2.8914239,0.06042326,2.7385286,0.00779,0.72929678,0.001232,3.4678254,0.00779,0.52254599,1.3346094,0.0012776044,99.422751,0,0,1,,,,2.6078E-6,2.724719,8.3603322,0.9471211,0
6185922.19,,5905,2.51801,2.5666,0,9.2E-6,2.5664364,0.059358205,2.0494667,0.005106,0.51421129,0.0008312,2.563678,0.005106,0.13266887,1.162807,0.00086725943,99.534249,0,0,1,,,,2.2113E-6,2.669219,6.586596,0.79856516,0
6185951.66,,5905,2.51886,2.5667,0,9.3E-6,2.5665234,0.055722315,1.9871334,0.00401,0.51530585,0.0008344,2.5024392,0.00401,1.3281382,1.1203409,0.0013460591,99.263797,0,0,1,,,,2.2441E-6,2.325614,6.5870423,0.77425104,0
6186143.67,,5905,2.24193,2.2718,0,9.3E-6,2.28089,0.053908438,1.5280744,0.003356,0.36673803,0.0006452,1.8948124,0.003356,0.50736939,0.9882388,0.0012164063,99.209509,0,0,1,,,,1.9273E-6,2.240682,5.2024591,0.66994654,0
6186172.7,,5905,2.24313,2.2731,0,9.2E-6,2.2800617,0.050792266,1.5180012,0.003606,0.36640702,0.0006449,1.8844082,0.003606,0.25126701,1.0069237,0.0013321302,99.153206,0,0,1,,,,1.8818E-6,1.976478,5.1986816,0.66577198,0
6186365.47,,5905,1.99674,2.0098,0,9.3E-6,2.0274041,0.049866334,1.1659355,0.002406,0.26476532,0.0005219,1.4307008,0.002406,3.577365,0.8569206,0.00097246938,99.245625,0,0,1,,,,1.678E-6,2.013847,4.1103675,0.57508784,0
6186393.11,,5905,1.99723,2.0099,0,9.2E-6,2.0260039,0.045769189,1.1525912,0.002257,0.26437206,0.0005213,1.4169632,0.002257,0.45122107,0.84123787,0.001002056,99.213099,0,0,1,,,,1.6932E-6,1.713841,4.104692,0.56889877,0
6186697.83,,5905,1.99705,2.0105,0,9.3E-6,2.0280694,0.049772836,1.1587372,0.002346,0.26499524,0.0005223,1.4237324,0.002346,1.6472019,0.85104218,0.0010011536,99.221431,0,0,1,,,,1.6816E-6,2,4.1130657,0.57134984,0
6186725.7,,5905,1.99746,2.0109,0,9.3E-6,2.0262381,0.045735107,1.153308,0.002315,0.26447379,0.0005215,1.4177818,0.002315,16.878305,0.85086388,0.0011222121,99.128335,0,0,1,,,,1.676E-6,1.702084,4.1056409,0.56918678,0
6186910.41,,5905,2.21285,2.2408,0,9.3E-6,2.247788,0.046052025,1.4537526,0.002638,0.35186113,0.0006319,1.8056137,0.002638,0.98253242,0.94311943,0.0010335885,99.300025,0,0,1,,,,1.9233E-6,1.701728,5.0525508,0.64674808,0
6186938.91,,5905,2.21336,2.2419,0,9.3E-6,2.2502557,0.048765003,1.4630287,0.003299,0.35289377,0.000633,1.8159225,0.003299,0.13581926,0.94420245,0.0010330389,99.299725,0,0,1,,,,1.932E-6,1.886239,5.0636505,0.65016112,0
6187124.13,,5905,2.43049,2.473,0,9.3E-6,2.4720453,0.049207208,1.8314698,0.003911,0.4618048,0.0007184,2.2932746,0.003911,0.99643138,1.0873549,0.0015411068,99.116529,0,0,1,,,,2.121E-6,1.888405,6.1110078,0.74087227,0
6187153,,5905,2.43241,2.475,0,9.3E-6,2.4759404,0.053394422,1.8575657,0.004762,0.463969,0.0007215,2.3215347,0.004762,2.0842714,1.1097333,0.0017529688,99.009387,0,0,1,,,,2.1054E-6,2.17471,6.1302809,0.75024651,0
6187391.08,,5905,2.65032,2.7075,0,9.3E-6,2.6998698,0.054241397,2.2719465,0.004843,0.59795616,0.001086,2.8699026,0.004843,2.1475197,1.2291376,0.001541014,99.238403,0,0,1,,,,2.3461E-6,2.219467,7.2892971,0.84150222,0
6187420.61,,5905,2.65252,2.7103,0,9.3E-6,2.7032281,0.058175241,2.2554765,0.005658,0.60045219,0.001093,2.8559287,0.005658,2.4030393,1.231604,0.0015902528,99.220842,0,0,1,,,,2.3302E-6,2.458275,7.3074422,0.83436412,0
6187675.42,,5905,2.87041,2.9383,0,9.3E-6,2.9268175,0.057657042,2.7587645,0.0053,0.75689168,0.001221,3.5156562,0.0053,1.3303316,1.3575694,0.001511991,99.339723,0,0,1,,,,2.6003E-6,2.463208,8.5662607,0.94258166,0
6187706.7,,5905,2.87193,2.9418,0,9.2E-6,2.9308433,0.061297886,2.8198284,0.005524,0.75851412,0.00122,3.5783425,0.005524,2.2310689,1.3812863,0.00092753208,99.597608,0,0,1,,,,2.5971E-6,2.715139,8.5898427,0.96212185,0
6187972.61,,5905,3.08968,3.1694,0,9.3E-6,3.1529161,0.061424241,3.4725356,0.009486,0.94265532,0.001297,4.4151909,0.009486,0.1193012,1.5558427,0.0012374829,99.525794,0,0,1,,,,2.8462E-6,2.762573,9.9408799,1.1013727,0
6188004.27,,5905,3.09217,3.1721,0,9.3E-6,3.1567159,0.065548843,3.5399613,0.008208,0.94674038,0.001304,4.4867017,0.008208,0.42886385,1.6047437,0.0015138467,99.432569,0,0,1,,,,2.8058E-6,3.111685,9.9648554,1.1214064,0
6188272.45,,5905,3.30947,3.3996,0,9.3E-6,3.3774946,0.066647926,4.2468403,0.01115,1.1686001,0.001809,5.4154404,0.01115,3.7073013,1.7993944,0.0019882418,99.346054,0,0,1,,,,3.0218E-6,3.209487,11.40747,1.2573937,0
6188304.48,,5905,3.31152,3.4013,0,9.3E-6,3.3817245,0.071382556,4.2590349,0.0126,1.1736699,0.00182,5.4327047,0.0126,0.15877984,1.7949922,0.0021042143,99.306727,0,0,1,,,,3.0396E-6,3.598789,11.43606,1.2594269,0
6188572.14,,5905,3.52735,3.6257,0,9.2E-6,3.600244,0.069334009,5.3109441,0.01724,1.4150472,0.002266,6.7259913,0.01724,0.16324824,2.0749237,0.0025952777,99.245647,0,0,1,,,,3.2569E-6,3.589984,12.961757,1.4751623,0
6188605.81,,5905,3.52929,3.6268,0,9.3E-6,3.6064936,0.075746571,5.3607621,0.0135,1.4206918,0.002276,6.7814539,0.0135,1.4023131,2.0599794,0.0024208392,99.289104,0,0,1,,,,3.3067E-6,4.149847,13.006796,1.4864194,0
6188881.75,,5905,3.74716,3.8511,0,9.3E-6,3.8269602,0.074406163,6.581568,0.01726,1.6898663,0.002684,8.2714343,0.01726,0.52716983,2.3436515,0.0012379115,99.674797,0,0,1,,,,3.5366E-6,4.119959,14.645624,1.7197901,0
6188915.58,,5905,3.74954,3.8544,0,9.3E-6,3.8324745,0.080173588,6.6212396,0.01577,1.6978091,0.002695,8.3190488,0.01577,0.60491826,2.3276848,0.0010169944,99.73083,0,0,1,,,,3.5801E-6,4.687303,14.687861,1.727667,0
6189192.72,,5905,3.96705,4.0797,0,9.2E-6,4.0510701,0.078221069,8.0038202,0.02253,2.0028653,0.003057,10.006685,0.02253,0.10691825,2.6519746,0.0026059692,99.385124,0,0,1,,,,3.7882E-6,4.65537,16.411169,1.9757299,0
6189229.3,,5905,3.97036,4.083,0,9.3E-6,4.0576474,0.084614815,8.1747315,0.02226,2.0110969,0.003066,10.185828,0.02226,0.44997004,2.6746452,0.0019088073,99.549026,0,0,1,,,,3.8194E-6,5.303949,16.464502,2.0146481,0
6189503.72,,5905,4.18584,4.3006,0,9.3E-6,4.2770894,0.083057735,9.8636957,0.02465,2.3503749,0.003553,12.214071,0.02465,0.63316369,2.9823537,0.00049325745,99.893537,0,0,1,,,,4.0983E-6,5.34929,18.293493,2.3061701,0
6189540.86,,5905,4.19047,4.3078,0,9.3E-6,4.283224,0.088057011,10.069988,0.0242,2.3588768,0.003569,12.428865,0.0242,0.32891106,2.9958759,0.0015494293,99.663305,0,0,1,,,,4.1579E-6,5.964707,18.346008,2.3510299,0
6189814.98,,5905,4.40676,4.5304,0,9.4E-6,4.5027853,0.087405277,12.156982,0.04343,2.7274232,0.004601,14.884406,0.04343,0.72058558,3.4960088,0.00060322541,99.884665,0,0,1,,,,4.2608E-6,5.991752,20.275076,2.6998805,0
6189861.17,,5905,4.41143,4.5352,0,9.3E-6,4.5111573,0.094683122,12.408532,0.04399,2.7410714,0.004643,15.149604,0.04399,0.33894298,3.4875341,0.0018512697,99.641368,0,0,1,,,,4.3544E-6,6.992018,20.350541,2.7506316,0
6190137.89,,5905,4.62591,4.7574,0,9.3E-6,4.7280923,0.091527495,14.945554,0.06042,3.1402859,0.005623,18.08584,0.06042,0.74927842,3.9317703,0.0043697344,99.223194,0,0,1,,,,4.6245E-6,6.975068,22.354856,3.1610115,0
6190185.63,,5905,4.62967,4.7621,0,9.2E-6,4.7365141,0.099569664,14.918672,0.04899,3.1583616,0.005648,18.077034,0.04899,1.7667774,3.9569506,0.0040080999,99.295695,0,0,1,,,,4.5905E-6,7.863541,22.434566,3.1497156,0
6190465.59,,5905,4.84588,4.9831,0,9.3E-6,4.9559657,0.095413555,18.438005,0.06418,3.6069363,0.005658,22.044941,0.06418,0.33763915,4.5542074,0.0046750446,99.247585,0,0,1,,,,4.8663E-6,7.913901,24.561596,3.7203657,0
6190517.25,,5905,4.85102,4.9913,0,9.3E-6,4.9656762,0.10478674,18.457139,0.05408,3.6272108,0.005641,22.08435,0.05408,0.90632712,4.5260438,0.0037054353,99.402149,0,0,1,,,,4.8999E-6,9.108415,24.65794,3.7169437,0
6190805.84,,5905,5.06732,5.2118,0,9.3E-6,5.1813384,0.10088378,22.202023,0.0681,4.1107695,0.005254,26.312792,0.0681,1.9222511,5.1242641,0.0025318817,99.624573,0,0,1,,,,5.1487E-6,9.052088,26.846268,4.2849976,0
6190860.53,,5905,5.07174,5.2191,0,9.2E-6,5.1905599,0.10933505,22.515712,0.06077,4.1315984,0.005247,26.64731,0.06077,1.0872973,5.1496587,0.00097462334,99.855446,0,0,1,,,,5.1799E-6,10.24853,26.941912,4.3378195,0
6191147.33,,5905,5.28599,5.4362,0,9.2E-6,5.4027943,0.10503354,26.843897,0.09855,4.6381534,0.005629,31.48205,0.09855,0.40901481,5.8562687,0.0063331068,99.135718,0,0,1,,,,5.4099E-6,10.29932,29.190187,4.9685209,0
6191205.3,,5905,5.29081,5.4404,0,9.3E-6,5.4141028,0.11425652,27.006359,0.06842,4.664797,0.005675,31.671156,0.06842,1.9174714,5.7266892,0.0027755786,99.613415,0,0,1,,,,5.5461E-6,11.71254,29.312509,4.9881504,0
6191514.47,,5905,5.50725,5.6616,0,9.2E-6,5.6267973,0.10881928,32.10244,0.08365,5.2038806,0.00684,37.30632,0.08365,0.73133902,6.5992381,0.0046766399,99.407913,0,0,1,,,,5.6781E-6,11.45338,31.660848,5.7052775,0
6191575.89,,5905,5.51371,5.6729,0,9.3E-6,5.6381555,0.11845799,32.736345,0.1009,5.2303998,0.006903,37.966745,0.1009,3.6992539,6.4988936,0.00070326242,99.908859,0,0,1,,,,5.846E-6,13.19848,31.788797,5.8062153,0
6191902.31,,5905,5.72893,5.8863,0,9.3E-6,5.8511167,0.11218179,38.79121,0.133,5.801991,0.00809,44.593201,0.133,0.4704929,7.4381671,0.0058235957,99.305755,0,0,1,,,,6.0269E-6,12.99779,34.235567,6.6297105,0
6191979.14,,5905,5.73608,5.8948,0,9.3E-6,5.8629018,0.1237665,38.859696,0.1427,5.8328176,0.008139,44.692513,0.1427,1.1622301,7.4026786,0.0070724898,99.154381,0,0,1,,,,6.0763E-6,14.87633,34.373618,6.6280652,0
6192330.92,,5905,5.95245,6.1116,0,9.3E-6,6.0761343,0.11726045,46.412871,0.14,6.4285867,0.008771,52.841457,0.14,0.36406555,8.4095598,0.0050247401,99.439124,0,0,1,,,,6.3109E-6,14.80536,36.919408,7.6385524,0
6192415.73,,5905,5.95747,6.1161,0,9.3E-6,6.0877642,0.12789087,46.735061,0.1866,6.4602235,0.008794,53.195284,0.1866,3.6828674,8.3292709,0.0052124159,99.411581,0,0,1,,,,6.4157E-6,16.81912,37.060873,7.6768842,0
6192762.78,,5905,6.17112,6.3301,0,9.2E-6,6.2987858,0.12229649,54.557344,0.1704,7.0777266,0.009173,61.635071,0.1704,0.59910241,9.3404168,0.0039837695,99.579392,0,0,1,,,,6.6206E-6,16.65854,39.674702,8.6615653,0
6192851.52,,5905,6.17725,6.3368,0,9.3E-6,6.3105656,0.13302371,54.98455,0.1533,7.111973,0.009195,62.096523,0.1533,3.7115335,9.3130115,0.0047419213,99.49648,0,0,1,,,,6.6942E-6,18.68083,39.823238,8.7130938,0
6193149.75,,5905,6.38733,6.5487,0,9.3E-6,6.5158446,0.12728094,64.449476,0.2343,7.7438511,0.009747,72.193327,0.2343,0.59014251,10.819682,0.009021086,99.124734,0,0,1,,,,6.7194E-6,18.62602,42.45623,9.891193,0
6193247.17,,5905,6.39517,6.5601,0,9.3E-6,6.5324477,0.13895187,65.562744,0.2473,7.7918876,0.009805,73.354632,0.2473,1.1552542,10.506812,0.0049438478,99.502897,0,0,1,,,,7.0095E-6,21.63936,42.672873,10.036474,0
