[Header]
TITLE,MPMS AC Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1582137952.400000 2/19/2020, 7:45:52 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.53,  Build 056

INFO, NAME, Co(NCS)2(4-mox)2-cryst
INFO, WEIGHT, 1.300
INFO, AREA, 393.35
INFO, LENGTH, 1.000
INFO, SHAPE, 1
INFO, COMMENT, holder=58.19mg,wosk=0.43mg
INFO, SEQUENCE FILE: acf-01-1500-many-blocks.seq

STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y2,7,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,m' and m"
FIELDGROUP,m' and m",1,2,3,4,14,15,5,6,7,8,13,26,27,28
FIELDGROUP,Amplitude and Phase,1,2,3,4,14,15,9,10,11,12,13,26,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),m' (emu),m' Scan Std Dev,m" (emu),m" Scan Std Dev,Amplitude (emu),Amplitude Scan Std Dev,Phase (deg),Phase Scan Std Dev,Regression Fit,Drive Amplitude (Oe),Wave Frequency (Hz),Steps per Cycle,Blocks to Average,Scans per Measurement,Clock Frequency,Amplifier Gain,AC Filter,Two Point Measurement,Scan Length,Settling Time (sec),Delta Temp (K),Rot Position (Oe),Error,% Clipped,,
1582189455.050,,4.000000e+002,3.000456e+000,6.151829e-004,0.000000e+000,6.329829e-006,0.000000e+000,6.152154e-004,0.000000e+000,5.895153e-001,0.000000e+000,9.999848e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,2.532005e-003,0.000000e+000,0,0.000000e+000,,
1582189571.660,,4.000000e+002,2.999823e+000,6.146746e-004,0.000000e+000,7.961222e-006,0.000000e+000,6.147262e-004,0.000000e+000,7.420494e-001,0.000000e+000,9.999847e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,2.810955e-004,0.000000e+000,0,0.000000e+000,,
1582189707.980,,4.000000e+002,2.999156e+000,6.137891e-004,0.000000e+000,1.058995e-005,0.000000e+000,6.138805e-004,0.000000e+000,9.884493e-001,0.000000e+000,9.999856e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,1.335144e-003,0.000000e+000,0,0.000000e+000,,
1582189852.930,,4.000000e+002,2.999753e+000,6.124209e-004,0.000000e+000,1.372295e-005,0.000000e+000,6.125746e-004,0.000000e+000,1.283653e+000,0.000000e+000,9.999776e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,8.430481e-004,0.000000e+000,0,0.000000e+000,,
1582189950.260,,4.000000e+002,2.999858e+000,6.116950e-004,0.000000e+000,1.844456e-005,0.000000e+000,6.119730e-004,0.000000e+000,1.727128e+000,0.000000e+000,9.999697e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,6.985664e-005,0.000000e+000,0,0.000000e+000,,
1582190073.240,,4.000000e+002,3.000174e+000,6.102208e-004,0.000000e+000,2.427028e-005,0.000000e+000,6.107032e-004,0.000000e+000,2.277622e+000,0.000000e+000,9.999802e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,1.123905e-003,0.000000e+000,0,0.000000e+000,,
1582190175.070,,4.000000e+002,3.000315e+000,6.074124e-004,0.000000e+000,3.261832e-005,0.000000e+000,6.082875e-004,0.000000e+000,3.073857e+000,0.000000e+000,9.999832e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582190271.740,,4.000000e+002,2.999611e+000,6.037072e-004,0.000000e+000,4.301492e-005,0.000000e+000,6.052377e-004,0.000000e+000,4.075511e+000,0.000000e+000,9.999791e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,1.409054e-004,0.000000e+000,0,0.000000e+000,,
1582190368.020,,4.000000e+002,2.999999e+000,5.967394e-004,0.000000e+000,5.725666e-005,0.000000e+000,5.994799e-004,0.000000e+000,5.480707e+000,0.000000e+000,9.999878e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,6.330013e-004,0.000000e+000,0,0.000000e+000,,
1582190459.970,,4.000000e+002,2.999857e+000,5.870532e-004,0.000000e+000,7.452160e-005,0.000000e+000,5.917642e-004,0.000000e+000,7.234537e+000,0.000000e+000,9.999932e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,1.194954e-003,0.000000e+000,0,0.000000e+000,,
1582190587.170,,4.000000e+002,2.999823e+000,5.716247e-004,0.000000e+000,9.765207e-005,0.000000e+000,5.799058e-004,0.000000e+000,9.694398e+000,0.000000e+000,9.999026e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,4.208088e-004,0.000000e+000,0,0.000000e+000,,
1582190689.670,,4.000000e+002,2.999331e+000,5.508240e-004,0.000000e+000,1.232938e-004,0.000000e+000,5.644541e-004,0.000000e+000,1.261684e+001,0.000000e+000,9.999000e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,9.841919e-004,0.000000e+000,0,0.000000e+000,,
1582190786.170,,4.000000e+002,2.999577e+000,5.198002e-004,0.000000e+000,1.504789e-004,0.000000e+000,5.411434e-004,0.000000e+000,1.614540e+001,0.000000e+000,9.998654e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,7.104874e-005,0.000000e+000,0,0.000000e+000,,
1582190878.170,,4.000000e+002,2.999718e+000,4.774788e-004,0.000000e+000,1.757345e-004,0.000000e+000,5.087914e-004,0.000000e+000,2.020598e+001,0.000000e+000,9.998829e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,2.110004e-004,0.000000e+000,0,0.000000e+000,,
1582190998.180,,4.000000e+002,2.999823e+000,4.260001e-004,0.000000e+000,1.975550e-004,0.000000e+000,4.695786e-004,0.000000e+000,2.487923e+001,0.000000e+000,9.998180e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582191114.790,,4.000000e+002,2.999998e+000,3.669442e-004,0.000000e+000,2.090400e-004,0.000000e+000,4.223101e-004,0.000000e+000,2.966921e+001,0.000000e+000,9.997306e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,6.985664e-005,0.000000e+000,0,0.000000e+000,,
1582191224.910,,4.000000e+002,3.000034e+000,3.039562e-004,0.000000e+000,2.083063e-004,0.000000e+000,3.684846e-004,0.000000e+000,3.442350e+001,0.000000e+000,9.994400e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,4.220009e-004,0.000000e+000,0,0.000000e+000,,
1582191362.170,,4.000000e+002,3.000104e+000,2.457086e-004,0.000000e+000,1.958060e-004,0.000000e+000,3.141858e-004,0.000000e+000,3.855145e+001,0.000000e+000,9.985744e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582191538.650,,4.000000e+002,2.999963e+000,1.948773e-004,5.750946e-008,1.743483e-004,5.667599e-008,2.614851e-004,5.062561e-009,4.181762e+001,1.765717e-002,9.958090e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,4.920959e-004,0.000000e+000,0,0.000000e+000,,
1582191718.530,,4.000000e+002,2.999946e+000,1.546156e-004,9.483041e-008,1.474266e-004,5.132017e-007,2.136366e-004,2.855204e-007,4.363654e+001,1.171642e-001,9.845524e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,3.509521e-004,0.000000e+000,0,0.000000e+000,,
1582191947.240,,4.000000e+002,3.000069e+000,1.255255e-004,3.810297e-008,1.194897e-004,4.087143e-007,1.733044e-004,3.094028e-007,4.358884e+001,8.918684e-002,9.408976e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,1.475811e-003,0.000000e+000,0,0.000000e+000,,
1582192176.000,,4.000000e+002,2.999700e+000,1.052907e-004,3.198623e-007,9.810284e-005,4.733752e-007,1.439108e-004,8.868058e-008,4.297602e+001,2.247014e-001,7.999824e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,7.729530e-004,0.000000e+000,0,0.000000e+000,,
1582204912.290,,4.000000e+002,2.899896e+000,6.559853e-004,0.000000e+000,2.906361e-006,0.000000e+000,6.559918e-004,0.000000e+000,2.538489e-001,0.000000e+000,9.999884e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,5.080700e-004,0.000000e+000,0,0.000000e+000,,
1582205194.880,,4.000000e+002,2.899610e+000,6.557842e-004,0.000000e+000,2.371600e-006,0.000000e+000,6.557885e-004,0.000000e+000,2.072054e-001,0.000000e+000,9.999842e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,6.389618e-005,0.000000e+000,0,0.000000e+000,,
1582205543.500,,4.000000e+002,2.900086e+000,6.552896e-004,0.000000e+000,3.736698e-006,0.000000e+000,6.553002e-004,0.000000e+000,3.267177e-001,0.000000e+000,9.999874e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,2.529621e-004,0.000000e+000,0,0.000000e+000,,
1582205790.440,,4.000000e+002,2.901199e+000,6.526152e-004,0.000000e+000,4.558859e-006,0.000000e+000,6.526311e-004,0.000000e+000,4.002345e-001,0.000000e+000,9.999976e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,1.844168e-003,0.000000e+000,0,0.000000e+000,,
1582205955.110,,4.000000e+002,2.899833e+000,6.527620e-004,0.000000e+000,5.861108e-006,0.000000e+000,6.527883e-004,0.000000e+000,5.144413e-001,0.000000e+000,9.999847e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,2.158165e-003,0.000000e+000,0,0.000000e+000,,
1582206128.950,,4.000000e+002,2.899865e+000,6.521801e-004,0.000000e+000,7.423467e-006,0.000000e+000,6.522223e-004,0.000000e+000,6.521434e-001,0.000000e+000,9.999883e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,4.451275e-004,0.000000e+000,0,0.000000e+000,,
1582206263.070,,4.000000e+002,2.899832e+000,6.517989e-004,0.000000e+000,9.340824e-006,0.000000e+000,6.518658e-004,0.000000e+000,8.210404e-001,0.000000e+000,9.999874e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,2.551079e-004,0.000000e+000,0,0.000000e+000,,
1582206379.460,,4.000000e+002,2.899705e+000,6.512000e-004,0.000000e+000,1.202148e-005,0.000000e+000,6.513109e-004,0.000000e+000,1.057589e+000,0.000000e+000,9.999886e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,2.548695e-004,0.000000e+000,0,0.000000e+000,,
1582206521.940,,4.000000e+002,2.899547e+000,6.504900e-004,0.000000e+000,1.594507e-005,0.000000e+000,6.506854e-004,0.000000e+000,1.404176e+000,0.000000e+000,9.999723e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,5.719662e-004,0.000000e+000,0,0.000000e+000,,
1582206632.830,,4.000000e+002,2.899547e+000,6.486846e-004,0.000000e+000,2.048623e-005,0.000000e+000,6.490080e-004,0.000000e+000,1.808868e+000,0.000000e+000,9.999909e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,1.909733e-004,0.000000e+000,0,0.000000e+000,,
1582206749.600,,4.000000e+002,2.899515e+000,6.469982e-004,0.000000e+000,2.695097e-005,0.000000e+000,6.475592e-004,0.000000e+000,2.385300e+000,0.000000e+000,9.999914e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,1.270771e-004,0.000000e+000,0,0.000000e+000,,
1582206870.000,,4.000000e+002,2.899705e+000,6.440135e-004,0.000000e+000,3.577103e-005,0.000000e+000,6.450062e-004,0.000000e+000,3.179165e+000,0.000000e+000,9.999680e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582206984.140,,4.000000e+002,2.899356e+000,6.397642e-004,0.000000e+000,4.737376e-005,0.000000e+000,6.415158e-004,0.000000e+000,4.234953e+000,0.000000e+000,9.999928e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,1.587152e-003,0.000000e+000,0,0.000000e+000,,
1582207086.850,,4.000000e+002,2.899864e+000,6.326145e-004,0.000000e+000,6.265319e-005,0.000000e+000,6.357094e-004,0.000000e+000,5.656044e+000,0.000000e+000,9.999927e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,3.180504e-004,0.000000e+000,0,0.000000e+000,,
1582207181.700,,4.000000e+002,2.899356e+000,6.226968e-004,0.000000e+000,8.201155e-005,0.000000e+000,6.280742e-004,0.000000e+000,7.502891e+000,0.000000e+000,9.999918e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,6.413460e-005,0.000000e+000,0,0.000000e+000,,
1582207277.440,,4.000000e+002,2.899674e+000,6.065166e-004,0.000000e+000,1.048040e-004,0.000000e+000,6.155049e-004,0.000000e+000,9.803709e+000,0.000000e+000,9.999945e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,5.719662e-004,0.000000e+000,0,0.000000e+000,,
1582207399.540,,4.000000e+002,2.899737e+000,5.825399e-004,0.000000e+000,1.346525e-004,0.000000e+000,5.978997e-004,0.000000e+000,1.301518e+001,0.000000e+000,9.999140e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,3.178120e-004,0.000000e+000,0,0.000000e+000,,
1582207499.500,,4.000000e+002,2.899610e+000,5.498295e-004,0.000000e+000,1.661267e-004,0.000000e+000,5.743784e-004,0.000000e+000,1.681178e+001,0.000000e+000,9.999064e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,6.389618e-005,0.000000e+000,0,0.000000e+000,,
1582207592.710,,4.000000e+002,2.899324e+000,5.043622e-004,0.000000e+000,1.957558e-004,0.000000e+000,5.410190e-004,0.000000e+000,2.121249e+001,0.000000e+000,9.998738e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,2.529621e-004,0.000000e+000,0,0.000000e+000,,
1582207683.120,,4.000000e+002,2.899642e+000,4.464975e-004,0.000000e+000,2.204644e-004,0.000000e+000,4.979604e-004,0.000000e+000,2.627850e+001,0.000000e+000,9.998862e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,1.268387e-004,0.000000e+000,0,0.000000e+000,,
1582207799.290,,4.000000e+002,2.899832e+000,3.798480e-004,0.000000e+000,2.338271e-004,0.000000e+000,4.460489e-004,0.000000e+000,3.161565e+001,0.000000e+000,9.998021e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,1.268387e-004,0.000000e+000,0,0.000000e+000,,
1582207918.800,,4.000000e+002,2.899769e+000,3.093081e-004,0.000000e+000,2.339871e-004,0.000000e+000,3.878420e-004,0.000000e+000,3.710698e+001,0.000000e+000,9.996969e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,1.280308e-004,0.000000e+000,0,0.000000e+000,,
1582208027.170,,4.000000e+002,2.899864e+000,2.418432e-004,0.000000e+000,2.189596e-004,0.000000e+000,3.262383e-004,0.000000e+000,4.215701e+001,0.000000e+000,9.992737e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,6.980896e-004,0.000000e+000,0,0.000000e+000,,
1582208169.260,,4.000000e+002,2.900246e+000,1.863606e-004,0.000000e+000,1.951383e-004,0.000000e+000,2.698318e-004,0.000000e+000,4.631805e+001,0.000000e+000,9.981756e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,1.909733e-004,0.000000e+000,0,0.000000e+000,,
1582208307.680,,4.000000e+002,2.899785e+000,1.411505e-004,1.560750e-007,1.633043e-004,2.457812e-007,2.158512e-004,2.880103e-007,4.916183e+001,1.131829e-002,9.936792e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,2.539158e-004,0.000000e+000,0,0.000000e+000,,
1582208479.040,,4.000000e+002,2.899785e+000,1.086991e-004,1.712319e-007,1.320551e-004,2.695299e-007,1.710381e-004,9.927575e-008,5.054102e+001,1.016677e-001,9.765546e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,5.090237e-004,0.000000e+000,0,0.000000e+000,,
1582208681.060,,4.000000e+002,2.899864e+000,8.662435e-005,5.508622e-008,1.043512e-004,4.818590e-007,1.356206e-004,4.059413e-007,5.030314e+001,1.121203e-001,9.056306e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,3.180504e-004,0.000000e+000,0,0.000000e+000,,
1582208896.040,,4.000000e+002,2.899705e+000,7.166548e-005,3.384302e-008,8.430920e-005,1.699405e-007,1.106525e-004,1.513984e-007,4.963441e+001,4.363852e-002,7.324678e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,6.349087e-004,0.000000e+000,0,0.000000e+000,,
1582210035.410,,4.000000e+002,2.800210e+000,6.634099e-004,0.000000e+000,3.955418e-006,0.000000e+000,6.634217e-004,0.000000e+000,3.416079e-001,0.000000e+000,9.999837e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,8.001328e-004,0.000000e+000,0,0.000000e+000,,
1582210398.360,,4.000000e+002,2.799553e+000,6.638551e-004,0.000000e+000,4.311626e-006,0.000000e+000,6.638690e-004,0.000000e+000,3.721212e-001,0.000000e+000,9.999903e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,1.426935e-003,0.000000e+000,0,0.000000e+000,,
1582210755.600,,4.000000e+002,2.800268e+000,6.631873e-004,0.000000e+000,5.439792e-006,0.000000e+000,6.632096e-004,0.000000e+000,4.699579e-001,0.000000e+000,9.999862e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,4.570484e-004,0.000000e+000,0,0.000000e+000,,
1582211017.320,,4.000000e+002,2.799868e+000,6.601752e-004,0.000000e+000,6.353503e-006,0.000000e+000,6.602058e-004,0.000000e+000,5.513955e-001,0.000000e+000,9.999971e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,1.151562e-004,0.000000e+000,0,0.000000e+000,,
1582211181.870,,4.000000e+002,2.800325e+000,6.609372e-004,0.000000e+000,7.913960e-006,0.000000e+000,6.609846e-004,0.000000e+000,6.860180e-001,0.000000e+000,9.999845e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,7.998943e-004,0.000000e+000,0,0.000000e+000,,
1582211333.250,,4.000000e+002,2.799667e+000,6.594973e-004,0.000000e+000,1.044321e-005,0.000000e+000,6.595800e-004,0.000000e+000,9.072093e-001,0.000000e+000,9.999868e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,7.431507e-004,0.000000e+000,0,0.000000e+000,,
1582211465.180,,4.000000e+002,2.799896e+000,6.585335e-004,0.000000e+000,1.269992e-005,0.000000e+000,6.586559e-004,0.000000e+000,1.104821e+000,0.000000e+000,9.999814e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,2.861023e-004,0.000000e+000,0,0.000000e+000,,
1582211582.880,,4.000000e+002,2.799668e+000,6.577280e-004,0.000000e+000,1.658550e-005,0.000000e+000,6.579371e-004,0.000000e+000,1.444484e+000,0.000000e+000,9.999874e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,8.559227e-004,0.000000e+000,0,0.000000e+000,,
1582211728.110,,4.000000e+002,2.799754e+000,6.566237e-004,0.000000e+000,2.173008e-005,0.000000e+000,6.569832e-004,0.000000e+000,1.895435e+000,0.000000e+000,9.999732e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,2.291203e-004,0.000000e+000,0,0.000000e+000,,
1582211871.460,,4.000000e+002,2.800011e+000,6.545473e-004,0.000000e+000,2.810969e-005,0.000000e+000,6.551506e-004,0.000000e+000,2.459070e+000,0.000000e+000,9.999920e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,5.698204e-005,0.000000e+000,0,0.000000e+000,,
1582211971.650,,4.000000e+002,2.799839e+000,6.514041e-004,0.000000e+000,3.707626e-005,0.000000e+000,6.524585e-004,0.000000e+000,3.257614e+000,0.000000e+000,9.999931e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,1.721382e-004,0.000000e+000,0,0.000000e+000,,
1582212088.140,,4.000000e+002,2.800382e+000,6.471549e-004,0.000000e+000,4.923287e-005,0.000000e+000,6.490249e-004,0.000000e+000,4.350447e+000,0.000000e+000,9.999914e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,9.138584e-004,0.000000e+000,0,0.000000e+000,,
1582212198.760,,4.000000e+002,2.800011e+000,6.404651e-004,0.000000e+000,6.439592e-005,0.000000e+000,6.436943e-004,0.000000e+000,5.741540e+000,0.000000e+000,9.999920e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,5.698204e-005,0.000000e+000,0,0.000000e+000,,
1582212299.220,,4.000000e+002,2.800496e+000,6.300716e-004,0.000000e+000,8.425414e-005,0.000000e+000,6.356799e-004,0.000000e+000,7.616497e+000,0.000000e+000,9.999914e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,7.998943e-004,0.000000e+000,0,0.000000e+000,,
1582212396.600,,4.000000e+002,2.799953e+000,6.138622e-004,0.000000e+000,1.086328e-004,0.000000e+000,6.234003e-004,0.000000e+000,1.003551e+001,0.000000e+000,9.999945e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,1.709461e-004,0.000000e+000,0,0.000000e+000,,
1582212490.310,,4.000000e+002,2.800125e+000,5.908701e-004,0.000000e+000,1.370001e-004,0.000000e+000,6.065447e-004,0.000000e+000,1.305403e+001,0.000000e+000,9.999964e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,2.849102e-004,0.000000e+000,0,0.000000e+000,,
1582212614.770,,4.000000e+002,2.799982e+000,5.561170e-004,0.000000e+000,1.703923e-004,0.000000e+000,5.816353e-004,0.000000e+000,1.703488e+001,0.000000e+000,9.999200e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,2.279282e-004,0.000000e+000,0,0.000000e+000,,
1582212713.030,,4.000000e+002,2.799953e+000,5.101599e-004,0.000000e+000,2.025281e-004,0.000000e+000,5.488904e-004,0.000000e+000,2.165256e+001,0.000000e+000,9.998817e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,5.698204e-005,0.000000e+000,0,0.000000e+000,,
1582212804.810,,4.000000e+002,2.800039e+000,4.511441e-004,0.000000e+000,2.278690e-004,0.000000e+000,5.054259e-004,0.000000e+000,2.679795e+001,0.000000e+000,9.998727e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,3.418922e-004,0.000000e+000,0,0.000000e+000,,
1582212887.030,,4.000000e+002,2.800039e+000,3.816650e-004,0.000000e+000,2.428441e-004,0.000000e+000,4.523731e-004,0.000000e+000,3.246760e+001,0.000000e+000,9.998885e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582212989.360,,4.000000e+002,2.799953e+000,3.086779e-004,0.000000e+000,2.433656e-004,0.000000e+000,3.930762e-004,0.000000e+000,3.825269e+001,0.000000e+000,9.997646e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,5.698204e-005,0.000000e+000,0,0.000000e+000,,
1582213091.080,,4.000000e+002,2.799953e+000,2.390244e-004,0.000000e+000,2.290061e-004,0.000000e+000,3.310234e-004,0.000000e+000,4.377376e+001,0.000000e+000,9.996030e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,5.698204e-005,0.000000e+000,0,0.000000e+000,,
1582213200.440,,4.000000e+002,2.800039e+000,1.789300e-004,0.000000e+000,2.026031e-004,0.000000e+000,2.703034e-004,0.000000e+000,4.855050e+001,0.000000e+000,9.990310e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,2.279282e-004,0.000000e+000,0,0.000000e+000,,
1582213326.770,,4.000000e+002,2.799753e+000,1.328064e-004,0.000000e+000,1.717799e-004,0.000000e+000,2.171310e-004,0.000000e+000,5.229169e+001,0.000000e+000,9.968050e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582213464.080,,4.000000e+002,2.800025e+000,9.786328e-005,4.361828e-008,1.389449e-004,3.577234e-007,1.699498e-004,3.175831e-007,5.484176e+001,5.742497e-002,9.902887e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,6.279945e-004,0.000000e+000,0,0.000000e+000,,
1582213629.080,,4.000000e+002,2.800239e+000,7.458015e-005,1.151064e-007,1.087974e-004,8.714396e-008,1.319055e-004,1.369567e-007,5.556952e+001,1.983937e-002,9.628253e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,5.710125e-004,0.000000e+000,0,0.000000e+000,,
1582213818.900,,4.000000e+002,2.800339e+000,5.880261e-005,5.024746e-008,8.421247e-005,6.389734e-007,1.027107e-004,5.526579e-007,5.507476e+001,1.810884e-001,8.485718e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,4.000664e-004,0.000000e+000,0,0.000000e+000,,
1582214057.000,,4.000000e+002,2.800067e+000,4.806784e-005,5.214978e-007,6.595018e-005,1.332940e-006,8.160847e-005,7.700085e-007,5.391354e+001,8.471206e-001,5.908350e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,8.001328e-004,0.000000e+000,0,0.000000e+000,,
1582215133.270,,4.000000e+002,2.700189e+000,6.683969e-004,0.000000e+000,4.147623e-006,0.000000e+000,6.684097e-004,0.000000e+000,3.555346e-001,0.000000e+000,9.999598e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,3.569126e-004,0.000000e+000,0,0.000000e+000,,
1582215475.290,,4.000000e+002,2.700189e+000,6.714698e-004,0.000000e+000,2.772956e-006,0.000000e+000,6.714755e-004,0.000000e+000,2.366120e-001,0.000000e+000,9.999133e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,2.548695e-004,0.000000e+000,0,0.000000e+000,,
