[Header]
TITLE,MPMS AC Measurement
BYAPP,MPMS Measurement,1.1,Summary
FILEOPENTIME, 1582137952.400000 2/19/2020, 7:45:52 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.53,  Build 056

INFO, NAME, Co(NCS)2(4-mox)2-cryst
INFO, WEIGHT, 1.300
INFO, AREA, 393.35
INFO, LENGTH, 1.000
INFO, SHAPE, 1
INFO, COMMENT, holder=58.19mg,wosk=0.43mg
INFO, SEQUENCE FILE: acf-01-1500-many-blocks.seq

STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y2,7,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,m' and m"
FIELDGROUP,m' and m",1,2,3,4,14,15,5,6,7,8,13,26,27,28
FIELDGROUP,Amplitude and Phase,1,2,3,4,14,15,9,10,11,12,13,26,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),m' (emu),m' Scan Std Dev,m" (emu),m" Scan Std Dev,Amplitude (emu),Amplitude Scan Std Dev,Phase (deg),Phase Scan Std Dev,Regression Fit,Drive Amplitude (Oe),Wave Frequency (Hz),Steps per Cycle,Blocks to Average,Scans per Measurement,Clock Frequency,Amplifier Gain,AC Filter,Two Point Measurement,Scan Length,Settling Time (sec),Delta Temp (K),Rot Position (Oe),Error,% Clipped,,
1582174973.170,,4.000000e+002,3.299926e+000,5.253457e-004,0.000000e+000,6.184615e-006,0.000000e+000,5.253821e-004,0.000000e+000,6.744815e-001,0.000000e+000,9.999852e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582175090.000,,4.000000e+002,3.299880e+000,5.245514e-004,0.000000e+000,8.376444e-006,0.000000e+000,5.246183e-004,0.000000e+000,9.148658e-001,0.000000e+000,9.999908e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582175191.010,,4.000000e+002,3.299833e+000,5.239499e-004,0.000000e+000,1.110583e-005,0.000000e+000,5.240676e-004,0.000000e+000,1.214280e+000,0.000000e+000,9.999777e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582175285.590,,4.000000e+002,3.299857e+000,5.224575e-004,0.000000e+000,1.511794e-005,0.000000e+000,5.226762e-004,0.000000e+000,1.657460e+000,0.000000e+000,9.999802e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,4.696846e-005,0.000000e+000,0,0.000000e+000,,
1582175376.990,,4.000000e+002,3.299903e+000,5.203143e-004,0.000000e+000,1.981589e-005,0.000000e+000,5.206915e-004,0.000000e+000,2.181025e+000,0.000000e+000,9.999827e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,4.601479e-005,0.000000e+000,0,0.000000e+000,,
1582175463.820,,4.000000e+002,3.299834e+000,5.172516e-004,0.000000e+000,2.504198e-005,0.000000e+000,5.178574e-004,0.000000e+000,2.771728e+000,0.000000e+000,9.999906e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,9.298325e-005,0.000000e+000,0,0.000000e+000,,
1582175579.880,,4.000000e+002,3.299857e+000,5.123320e-004,0.000000e+000,3.430701e-005,0.000000e+000,5.134793e-004,0.000000e+000,3.830947e+000,0.000000e+000,9.998671e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,4.696846e-005,0.000000e+000,0,0.000000e+000,,
1582175675.950,,4.000000e+002,3.299949e+000,5.066910e-004,0.000000e+000,4.452484e-005,0.000000e+000,5.086435e-004,0.000000e+000,5.021895e+000,0.000000e+000,9.998498e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,4.601479e-005,0.000000e+000,0,0.000000e+000,,
1582175774.040,,4.000000e+002,3.299880e+000,4.977665e-004,0.000000e+000,5.592747e-005,0.000000e+000,5.008986e-004,0.000000e+000,6.410686e+000,0.000000e+000,9.998205e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582175860.770,,4.000000e+002,3.299834e+000,4.857689e-004,0.000000e+000,6.964382e-005,0.000000e+000,4.907359e-004,0.000000e+000,8.158796e+000,0.000000e+000,9.998626e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,9.298325e-005,0.000000e+000,0,0.000000e+000,,
1582175957.710,,4.000000e+002,3.299903e+000,4.683423e-004,0.000000e+000,8.434192e-005,0.000000e+000,4.758761e-004,0.000000e+000,1.020875e+001,0.000000e+000,9.998231e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,4.601479e-005,0.000000e+000,0,0.000000e+000,,
1582176072.510,,4.000000e+002,3.299857e+000,4.452489e-004,0.000000e+000,9.958090e-005,0.000000e+000,4.562488e-004,0.000000e+000,1.260686e+001,0.000000e+000,9.997590e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,4.696846e-005,0.000000e+000,0,0.000000e+000,,
1582176177.250,,4.000000e+002,3.299880e+000,4.164069e-004,0.000000e+000,1.133190e-004,0.000000e+000,4.315506e-004,0.000000e+000,1.522354e+001,0.000000e+000,9.995369e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582176309.180,,4.000000e+002,3.299903e+000,3.836771e-004,0.000000e+000,1.212512e-004,0.000000e+000,4.023804e-004,0.000000e+000,1.753780e+001,0.000000e+000,9.990686e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,4.601479e-005,0.000000e+000,0,0.000000e+000,,
1582176461.050,,4.000000e+002,3.299880e+000,3.471479e-004,1.712833e-007,1.232862e-004,2.524078e-008,3.683900e-004,1.698633e-007,1.955200e+001,5.216768e-003,9.977244e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,9.298325e-005,0.000000e+000,0,0.000000e+000,,
1582176630.220,,4.000000e+002,3.299949e+000,3.119401e-004,2.601251e-008,1.181692e-004,4.786693e-007,3.335724e-004,1.452504e-007,2.074769e+001,7.846867e-002,9.934560e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,1.380444e-004,0.000000e+000,0,0.000000e+000,,
1582176822.020,,4.000000e+002,3.299914e+000,2.811763e-004,1.018686e-007,1.067458e-004,4.262018e-007,3.007570e-004,2.464809e-007,2.078877e+001,6.901969e-002,9.803091e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,2.310276e-004,0.000000e+000,0,0.000000e+000,,
1582177070.780,,4.000000e+002,3.299902e+000,2.573530e-004,3.435750e-007,9.697824e-005,6.528388e-007,2.750188e-004,9.129342e-008,2.064790e+001,1.525123e-001,9.446584e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,1.389980e-004,0.000000e+000,0,0.000000e+000,,
1582178244.870,,4.000000e+002,3.199991e+000,5.683592e-004,0.000000e+000,1.032144e-006,0.000000e+000,5.683601e-004,0.000000e+000,1.040494e-001,0.000000e+000,9.999828e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,1.277924e-004,0.000000e+000,0,0.000000e+000,,
1582178533.880,,4.000000e+002,3.200098e+000,5.681616e-004,0.000000e+000,1.421576e-006,0.000000e+000,5.681634e-004,0.000000e+000,1.433573e-001,0.000000e+000,9.999787e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,8.511543e-005,0.000000e+000,0,0.000000e+000,,
1582178851.680,,4.000000e+002,3.200055e+000,5.683150e-004,0.000000e+000,1.350083e-006,0.000000e+000,5.683166e-004,0.000000e+000,1.361110e-001,0.000000e+000,9.999791e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582179088.630,,4.000000e+002,3.199991e+000,5.695508e-004,0.000000e+000,1.034503e-006,0.000000e+000,5.695518e-004,0.000000e+000,1.040690e-001,0.000000e+000,9.999688e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,4.196167e-005,0.000000e+000,0,0.000000e+000,,
1582179260.050,,4.000000e+002,3.199970e+000,5.683348e-004,0.000000e+000,2.585180e-006,0.000000e+000,5.683407e-004,0.000000e+000,2.606191e-001,0.000000e+000,9.999735e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582179395.940,,4.000000e+002,3.200012e+000,5.681853e-004,0.000000e+000,2.739817e-006,0.000000e+000,5.681919e-004,0.000000e+000,2.762809e-001,0.000000e+000,9.999767e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,8.487701e-005,0.000000e+000,0,0.000000e+000,,
1582179519.140,,4.000000e+002,3.199927e+000,5.679954e-004,0.000000e+000,2.880032e-006,0.000000e+000,5.680026e-004,0.000000e+000,2.905169e-001,0.000000e+000,9.999843e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582179637.610,,4.000000e+002,3.199906e+000,5.679337e-004,0.000000e+000,3.501901e-006,0.000000e+000,5.679445e-004,0.000000e+000,3.532835e-001,0.000000e+000,9.999781e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,4.220009e-005,0.000000e+000,0,0.000000e+000,,
1582179785.250,,4.000000e+002,3.199927e+000,5.673452e-004,0.000000e+000,5.162460e-006,0.000000e+000,5.673687e-004,0.000000e+000,5.213387e-001,0.000000e+000,9.999727e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,8.511543e-005,0.000000e+000,0,0.000000e+000,,
1582179904.000,,4.000000e+002,3.199991e+000,5.678316e-004,0.000000e+000,6.653064e-006,0.000000e+000,5.678706e-004,0.000000e+000,6.712819e-001,0.000000e+000,9.999716e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,2.980232e-004,0.000000e+000,0,0.000000e+000,,
1582180022.370,,4.000000e+002,3.199863e+000,5.643441e-004,0.000000e+000,8.934848e-006,0.000000e+000,5.644148e-004,0.000000e+000,9.070464e-001,0.000000e+000,9.999880e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,4.291534e-005,0.000000e+000,0,0.000000e+000,,
1582180139.140,,4.000000e+002,3.199927e+000,5.633692e-004,0.000000e+000,1.208050e-005,0.000000e+000,5.634988e-004,0.000000e+000,1.228423e+000,0.000000e+000,9.999839e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582180243.170,,4.000000e+002,3.199906e+000,5.623090e-004,0.000000e+000,1.583221e-005,0.000000e+000,5.625318e-004,0.000000e+000,1.612778e+000,0.000000e+000,9.999835e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,4.220009e-005,0.000000e+000,0,0.000000e+000,,
1582180341.210,,4.000000e+002,3.199991e+000,5.601050e-004,0.000000e+000,2.155077e-005,0.000000e+000,5.605194e-004,0.000000e+000,2.203443e+000,0.000000e+000,9.999871e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,1.277924e-004,0.000000e+000,0,0.000000e+000,,
1582180435.400,,4.000000e+002,3.199885e+000,5.575187e-004,0.000000e+000,2.839756e-005,0.000000e+000,5.582415e-004,0.000000e+000,2.915876e+000,0.000000e+000,9.999880e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582180526.970,,4.000000e+002,3.199863e+000,5.532687e-004,0.000000e+000,3.705300e-005,0.000000e+000,5.545081e-004,0.000000e+000,3.831439e+000,0.000000e+000,9.999923e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,4.291534e-005,0.000000e+000,0,0.000000e+000,,
1582180648.300,,4.000000e+002,3.199842e+000,5.460501e-004,0.000000e+000,5.010793e-005,0.000000e+000,5.483444e-004,0.000000e+000,5.243026e+000,0.000000e+000,9.998763e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,1.690388e-004,0.000000e+000,0,0.000000e+000,,
1582180744.310,,4.000000e+002,3.199863e+000,5.377813e-004,0.000000e+000,6.518309e-005,0.000000e+000,5.417172e-004,0.000000e+000,6.910962e+000,0.000000e+000,9.998847e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,4.291534e-005,0.000000e+000,0,0.000000e+000,,
1582180837.680,,4.000000e+002,3.199885e+000,5.238805e-004,0.000000e+000,8.263966e-005,0.000000e+000,5.303584e-004,0.000000e+000,8.964270e+000,0.000000e+000,9.998466e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,1.699924e-004,0.000000e+000,0,0.000000e+000,,
1582180923.030,,4.000000e+002,3.199884e+000,5.041287e-004,0.000000e+000,1.020852e-004,0.000000e+000,5.143609e-004,0.000000e+000,1.144750e+001,0.000000e+000,9.998670e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,8.511543e-005,0.000000e+000,0,0.000000e+000,,
1582181045.300,,4.000000e+002,3.199863e+000,4.776748e-004,0.000000e+000,1.219391e-004,0.000000e+000,4.929933e-004,0.000000e+000,1.432042e+001,0.000000e+000,9.998116e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,4.291534e-005,0.000000e+000,0,0.000000e+000,,
1582181156.030,,4.000000e+002,3.199885e+000,4.432032e-004,0.000000e+000,1.408451e-004,0.000000e+000,4.650445e-004,0.000000e+000,1.762969e+001,0.000000e+000,9.997507e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582181255.000,,4.000000e+002,3.199906e+000,4.012117e-004,0.000000e+000,1.545923e-004,0.000000e+000,4.299646e-004,0.000000e+000,2.107235e+001,0.000000e+000,9.995378e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,4.220009e-005,0.000000e+000,0,0.000000e+000,,
1582181379.790,,4.000000e+002,3.199800e+000,3.561666e-004,0.000000e+000,1.605798e-004,0.000000e+000,3.906924e-004,0.000000e+000,2.426852e+001,0.000000e+000,9.990357e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582181518.210,,4.000000e+002,3.199980e+000,3.088373e-004,2.516876e-008,1.573362e-004,5.061429e-007,3.466052e-004,2.521815e-007,2.699642e+001,7.266252e-002,9.973937e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,1.277924e-004,0.000000e+000,0,0.000000e+000,,
1582181679.080,,4.000000e+002,3.199949e+000,2.662907e-004,3.043711e-008,1.452469e-004,2.571411e-008,3.033272e-004,1.440572e-008,2.861004e+001,7.017282e-003,9.915466e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,4.291534e-005,0.000000e+000,0,0.000000e+000,,
1582181901.370,,4.000000e+002,3.199938e+000,2.300425e-004,7.044368e-008,1.281572e-004,4.934145e-007,2.633321e-004,1.785893e-007,2.912229e+001,1.012442e-001,9.731184e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,1.270771e-004,0.000000e+000,0,0.000000e+000,,
1582182098.330,,4.000000e+002,3.199864e+000,2.032161e-004,1.095345e-007,1.094415e-004,1.063920e-006,2.308121e-004,4.080328e-007,2.830457e+001,2.454189e-001,9.236257e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,3.809929e-004,0.000000e+000,0,0.000000e+000,,
1582183146.030,,4.000000e+002,3.099961e+000,5.972612e-004,0.000000e+000,7.802175e-007,0.000000e+000,5.972618e-004,0.000000e+000,7.484689e-002,0.000000e+000,9.999425e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,1.549721e-004,0.000000e+000,0,0.000000e+000,,
1582183435.330,,4.000000e+002,3.100057e+000,5.965549e-004,0.000000e+000,2.639727e-006,0.000000e+000,5.965608e-004,0.000000e+000,2.535294e-001,0.000000e+000,9.999339e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,3.790855e-005,0.000000e+000,0,0.000000e+000,,
1582183678.260,,4.000000e+002,3.100077e+000,5.998610e-004,0.000000e+000,2.195693e-006,0.000000e+000,5.998650e-004,0.000000e+000,2.097209e-001,0.000000e+000,9.999757e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,7.700920e-005,0.000000e+000,0,0.000000e+000,,
1582183994.690,,4.000000e+002,3.099999e+000,5.953180e-004,0.000000e+000,2.261420e-006,0.000000e+000,5.953223e-004,0.000000e+000,2.176471e-001,0.000000e+000,9.999746e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,7.796288e-005,0.000000e+000,0,0.000000e+000,,
1582184244.100,,4.000000e+002,3.099999e+000,5.946695e-004,0.000000e+000,2.491010e-006,0.000000e+000,5.946748e-004,0.000000e+000,2.400047e-001,0.000000e+000,9.999813e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,7.796288e-005,0.000000e+000,0,0.000000e+000,,
1582184373.890,,4.000000e+002,3.099922e+000,5.963679e-004,0.000000e+000,3.124308e-006,0.000000e+000,5.963761e-004,0.000000e+000,3.001637e-001,0.000000e+000,9.999840e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582184512.410,,4.000000e+002,3.099883e+000,5.949878e-004,0.000000e+000,4.335604e-006,0.000000e+000,5.950036e-004,0.000000e+000,4.175000e-001,0.000000e+000,9.999766e-001,3.000000e+000,8.457527e-001,866,1,1,2,0,3,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582184638.690,,4.000000e+002,3.099903e+000,5.951189e-004,0.000000e+000,6.052081e-006,0.000000e+000,5.951497e-004,0.000000e+000,5.826511e-001,0.000000e+000,9.999853e-001,3.000000e+000,1.206626e+000,607,2,1,2,0,3,1,4.000000e+000,5,3.886223e-005,0.000000e+000,0,0.000000e+000,,
1582184772.490,,4.000000e+002,3.099922e+000,5.946480e-004,0.000000e+000,7.598584e-006,0.000000e+000,5.946966e-004,0.000000e+000,7.321022e-001,0.000000e+000,9.999858e-001,3.000000e+000,1.723092e+000,6801,2,1,3,0,2,1,4.000000e+000,5,7.700920e-005,0.000000e+000,0,0.000000e+000,,
1582184897.880,,4.000000e+002,3.099883e+000,5.942576e-004,0.000000e+000,9.657190e-006,0.000000e+000,5.943360e-004,0.000000e+000,9.310232e-001,0.000000e+000,9.999875e-001,3.000000e+000,2.459855e+000,4764,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582185003.060,,4.000000e+002,3.099922e+000,5.937813e-004,0.000000e+000,1.319052e-005,0.000000e+000,5.939278e-004,0.000000e+000,1.272584e+000,0.000000e+000,9.999862e-001,3.000000e+000,3.510710e+000,3338,2,1,3,0,2,1,4.000000e+000,5,7.700920e-005,0.000000e+000,0,0.000000e+000,,
1582185125.490,,4.000000e+002,3.099903e+000,5.918681e-004,0.000000e+000,1.765579e-005,0.000000e+000,5.921314e-004,0.000000e+000,1.708661e+000,0.000000e+000,9.999903e-001,3.000000e+000,5.012297e+000,2338,2,1,3,0,2,1,4.000000e+000,5,3.886223e-005,0.000000e+000,0,0.000000e+000,,
1582185231.000,,4.000000e+002,3.099805e+000,5.906498e-004,0.000000e+000,2.335256e-005,0.000000e+000,5.911113e-004,0.000000e+000,2.264128e+000,0.000000e+000,9.999883e-001,3.000000e+000,7.154304e+000,1638,2,1,3,0,2,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582185335.140,,4.000000e+002,3.099883e+000,5.876284e-004,0.000000e+000,3.114067e-005,0.000000e+000,5.884530e-004,0.000000e+000,3.033484e+000,0.000000e+000,9.999872e-001,3.000000e+000,1.020797e+001,1148,2,1,3,0,2,1,4.000000e+000,5,7.796288e-005,0.000000e+000,0,0.000000e+000,,
1582185435.220,,4.000000e+002,3.099864e+000,5.834197e-004,0.000000e+000,4.128689e-005,0.000000e+000,5.848787e-004,0.000000e+000,4.047904e+000,0.000000e+000,9.999860e-001,3.000000e+000,1.457556e+001,804,2,1,3,0,2,1,4.000000e+000,5,3.910065e-005,0.000000e+000,0,0.000000e+000,,
1582185531.120,,4.000000e+002,3.099824e+000,5.774890e-004,0.000000e+000,5.392717e-005,0.000000e+000,5.800014e-004,0.000000e+000,5.334932e+000,0.000000e+000,9.999912e-001,3.000000e+000,2.081483e+001,563,4,1,3,0,2,1,4.000000e+000,5,3.886223e-005,0.000000e+000,0,0.000000e+000,,
1582185655.520,,4.000000e+002,3.099883e+000,5.664863e-004,0.000000e+000,7.216392e-005,0.000000e+000,5.710642e-004,0.000000e+000,7.259730e+000,0.000000e+000,9.998994e-001,3.000000e+000,2.969591e+001,6314,4,1,4,0,1,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582185758.780,,4.000000e+002,3.099864e+000,5.530537e-004,0.000000e+000,9.231865e-005,0.000000e+000,5.607059e-004,0.000000e+000,9.476740e+000,0.000000e+000,9.998914e-001,3.000000e+000,4.238246e+001,4424,4,1,4,0,1,1,4.000000e+000,5,3.910065e-005,0.000000e+000,0,0.000000e+000,,
1582185856.440,,4.000000e+002,3.099883e+000,5.321696e-004,0.000000e+000,1.151136e-004,0.000000e+000,5.444774e-004,0.000000e+000,1.220560e+001,0.000000e+000,9.998657e-001,3.000000e+000,6.048387e+001,3100,8,1,4,0,1,1,4.000000e+000,5,0.000000e+000,0.000000e+000,0,0.000000e+000,,
1582185942.620,,4.000000e+002,3.099864e+000,5.021321e-004,0.000000e+000,1.393002e-004,0.000000e+000,5.210962e-004,0.000000e+000,1.550495e+001,0.000000e+000,9.998814e-001,3.000000e+000,8.632597e+001,2172,8,1,4,0,1,1,4.000000e+000,5,1.168251e-004,0.000000e+000,0,0.000000e+000,,
1582186053.020,,4.000000e+002,3.099903e+000,4.636005e-004,0.000000e+000,1.620652e-004,0.000000e+000,4.911115e-004,0.000000e+000,1.926858e+001,0.000000e+000,9.998267e-001,3.000000e+000,1.231932e+002,1522,10,1,4,0,0,1,4.000000e+000,5,3.886223e-005,0.000000e+000,0,0.000000e+000,,
1582186165.180,,4.000000e+002,3.099902e+000,4.157926e-004,0.000000e+000,1.800828e-004,0.000000e+000,4.531151e-004,0.000000e+000,2.341778e+001,0.000000e+000,9.997529e-001,3.000000e+000,1.758912e+002,1066,20,1,4,0,0,1,4.000000e+000,5,1.161098e-004,0.000000e+000,0,0.000000e+000,,
1582186272.720,,4.000000e+002,3.099786e+000,3.613303e-004,0.000000e+000,1.896941e-004,0.000000e+000,4.080974e-004,0.000000e+000,2.769894e+001,0.000000e+000,9.995131e-001,3.000000e+000,2.513405e+002,746,20,1,4,0,0,1,4.000000e+000,5,1.158714e-004,0.000000e+000,0,0.000000e+000,,
1582186404.270,,4.000000e+002,3.099903e+000,3.062818e-004,0.000000e+000,1.873990e-004,0.000000e+000,3.590639e-004,0.000000e+000,3.146044e+001,0.000000e+000,9.989353e-001,3.000000e+000,3.578244e+002,524,20,1,4,0,0,1,4.000000e+000,5,3.886223e-005,0.000000e+000,0,0.000000e+000,,
1582186550.370,,4.000000e+002,3.099922e+000,2.535756e-004,8.670150e-008,1.752268e-004,3.250329e-007,3.082289e-004,2.561121e-007,3.464540e+001,4.054460e-002,9.968134e-001,3.000000e+000,5.122951e+002,366,40,2,4,0,0,1,4.000000e+000,5,1.161098e-004,0.000000e+000,0,0.000000e+000,,
1582186742.170,,4.000000e+002,3.099999e+000,2.090470e-004,8.499340e-008,1.555752e-004,3.468575e-007,2.605846e-004,1.388912e-007,3.665705e+001,7.233883e-002,9.897903e-001,3.000000e+000,7.324219e+002,256,64,2,4,0,0,1,4.000000e+000,5,1.540184e-004,0.000000e+000,0,0.000000e+000,,
1582186926.340,,4.000000e+002,3.099941e+000,1.743161e-004,5.483412e-008,1.303679e-004,1.516309e-006,2.176738e-004,9.520419e-007,3.679217e+001,3.109818e-001,9.624133e-001,3.000000e+000,1.041667e+003,180,64,2,4,0,0,1,4.000000e+000,5,7.700920e-005,0.000000e+000,0,0.000000e+000,,
1582187137.140,,4.000000e+002,3.099950e+000,1.493247e-004,2.059907e-007,1.104734e-004,1.136771e-006,1.857478e-004,5.104893e-007,3.649476e+001,3.196801e-001,8.695084e-001,3.000000e+000,1.488095e+003,126,64,2,4,0,0,1,4.000000e+000,5,3.099442e-004,0.000000e+000,0,0.000000e+000,,
1582188135.250,,4.000000e+002,2.999190e+000,6.180792e-004,0.000000e+000,2.331989e-006,0.000000e+000,6.180836e-004,0.000000e+000,2.161737e-001,0.000000e+000,9.999820e-001,3.000000e+000,1.000030e-001,7324,1,1,2,0,3,1,4.000000e+000,5,1.684904e-003,0.000000e+000,0,0.000000e+000,,
1582188490.610,,4.000000e+002,2.999717e+000,6.187736e-004,0.000000e+000,2.278271e-006,0.000000e+000,6.187778e-004,0.000000e+000,2.109572e-001,0.000000e+000,9.999820e-001,3.000000e+000,1.427445e-001,5131,1,1,2,0,3,1,4.000000e+000,5,3.519058e-004,0.000000e+000,0,0.000000e+000,,
1582188810.110,,4.000000e+002,2.999506e+000,6.157102e-004,0.000000e+000,2.918165e-006,0.000000e+000,6.157171e-004,0.000000e+000,2.715519e-001,0.000000e+000,9.999849e-001,3.000000e+000,2.037335e-001,3595,1,1,2,0,3,1,4.000000e+000,5,9.131432e-004,0.000000e+000,0,0.000000e+000,,
1582189002.410,,4.000000e+002,2.999857e+000,6.152193e-004,0.000000e+000,3.600935e-006,0.000000e+000,6.152298e-004,0.000000e+000,3.353536e-001,0.000000e+000,9.999921e-001,3.000000e+000,2.908745e-001,2518,1,1,2,0,3,1,4.000000e+000,5,3.509521e-004,0.000000e+000,0,0.000000e+000,,
1582189199.650,,4.000000e+002,3.000033e+000,6.148733e-004,0.000000e+000,4.376541e-006,0.000000e+000,6.148888e-004,0.000000e+000,4.078126e-001,0.000000e+000,9.999830e-001,3.000000e+000,4.152052e-001,1764,1,1,2,0,3,1,4.000000e+000,5,2.810955e-004,0.000000e+000,0,0.000000e+000,,
1582189331.140,,4.000000e+002,2.999893e+000,6.157888e-004,0.000000e+000,4.967301e-006,0.000000e+000,6.158088e-004,0.000000e+000,4.621702e-001,0.000000e+000,9.999798e-001,3.000000e+000,5.925744e-001,1236,1,1,2,0,3,1,4.000000e+000,5,1.399517e-004,0.000000e+000,0,0.000000e+000,,
